pos,offense,off_pct,defense,def_pct,special_teams,st_pct,player_id,player_name,team
QB,1009,96.28%,0,0%,0,0%,MurrKy00,Kyler Murray,crd
QB,40,3.82%,0,0%,0,0%,HundBr00,Brett Hundley,crd
RB,437,41.70%,0,0%,1,.22%,JohnDa08,David Johnson,crd
RB,405,38.65%,0,0%,0,0%,DrakKe00,Kenyan Drake,crd
RB,0,0%,0,0%,122,26.52%,FostD.01,D.J. Foster,crd
RB,207,19.75%,0,0%,159,34.57%,EdmoCh00,Chase Edmonds,crd
RB,20,1.91%,0,0%,17,3.70%,ZennZa00,Zach Zenner,crd
RB,3,.29%,0,0%,0,0%,MorrAl00,Alfred Morris,crd
WR,791,75.48%,0,0%,21,4.57%,KirkCh01,Christian Kirk,crd
WR,887,84.64%,0,0%,2,.43%,FitzLa00,Larry Fitzgerald,crd
WR,455,43.42%,0,0%,6,1.30%,ByrdDa00,Damiere Byrd,crd
WR,371,35.40%,0,0%,7,1.52%,JohnKe07,KeeSean Johnson,crd
WR,225,21.47%,0,0%,160,34.78%,CoopPh00,Pharoh Cooper,crd
WR,257,24.52%,0,0%,202,43.91%,SherTr00,Trent Sherfield,crd
WR,31,2.96%,0,0%,0,0%,CrabMi00,Michael Crabtree,crd
WR,157,14.98%,0,0%,64,13.91%,IsabAn00,Andy Isabella,crd
TE,488,46.56%,0,0%,260,56.52%,WillMa04,Maxx Williams,crd
TE,47,4.48%,0,0%,223,48.48%,DaniDa02,Darrell Daniels,crd
TE,59,5.63%,0,0%,14,3.04%,ArnoDa00,Dan Arnold,crd
TE,396,37.79%,0,0%,8,1.74%,ClayCh00,Charles Clay,crd
T,845,80.63%,0,0%,65,14.13%,MurrJu00,Justin Murray,crd
T,1047,99.90%,0,0%,72,15.65%,HumpD.00,D.J. Humphries,crd
T,81,7.73%,0,0%,12,2.61%,MillJo02,Jordan Mills,crd
T,3,.29%,0,0%,26,5.65%,MileJo00,Joshua Miles,crd
G,1002,95.61%,0,0%,73,15.87%,SweeJ.00,J.R. Sweezy,crd
G,1023,97.61%,0,0%,43,9.35%,PughJu00,Justin Pugh,crd
G,0,0%,0,0%,30,6.52%,GarcMa00,Max Garcia,crd
C,1042,99.43%,0,0%,1,.22%,ShipA.20,A.Q. Shipley,crd
