pos,offense,off_pct,defense,def_pct,special_teams,st_pct,player_id,player_name,team
WR,20,1.84%,0,0%,1,.24%,GentTa00,Tanner Gentry,buf
WR,17,1.57%,0,0%,0,0%,BeasCo00,Cole Beasley,buf
TE,825,76.04%,0,0%,5,1.22%,KnoxDa00,Dawson Knox,buf
TE,281,25.90%,0,0%,276,67.32%,MorrQu00,Quintin Morris,buf
TE,68,6.27%,0,0%,51,12.44%,SweeTo00,Tommy Sweeney,buf
T,848,78.16%,0,0%,67,16.34%,BrowSp00,Spencer Brown,buf
T,957,88.20%,0,0%,75,18.29%,DawkDi00,Dion Dawkins,buf
T,37,3.41%,0,0%,4,.98%,DoylTo00,Tommy Doyle,buf
T,125,11.52%,0,0%,77,18.78%,HartBo00,Bobby Hart,buf
T,1,.09%,0,0%,22,5.37%,MurrJu00,Justin Murray,buf
G,1062,97.88%,0,0%,11,2.68%,SaffRo20,Rodger Saffold,buf
G,6,.55%,0,0%,5,1.22%,BoetIk00,Ike Boettger,buf
G,355,32.72%,0,0%,79,19.27%,VanRGr00,Greg Van Roten,buf
G,398,36.68%,0,0%,80,19.51%,QuesDa00,David Quessenberry,buf
C,947,87.28%,0,0%,62,15.12%,BateRy02,Ryan Bates,buf
C,767,70.69%,0,0%,0,0%,MorsMi00,Mitch Morse,buf
C,23,2.12%,0,0%,4,.98%,MancGr00,Greg Mancz,buf
DE,0,0%,463,44.05%,38,9.27%,RousGr00,Gregory Rousseau,buf
DE,0,0%,375,35.68%,43,10.49%,EpenAJ00,A.J. Epenesa,buf
DE,0,0%,346,32.92%,3,.73%,PhilJo01,Jordan Phillips,buf
DE,0,0%,20,1.90%,9,2.20%,LoveMi00,Mike Love,buf
DE,0,0%,389,37.01%,39,9.51%,BashCa00,Boogie Basham,buf
DE,0,0%,467,44.43%,28,6.83%,LawsSh00,Shaq Lawson,buf
DE,0,0%,18,1.71%,0,0%,JonaKi00,Kingsley Jonathan,buf
DT,0,0%,643,61.18%,56,13.66%,JoneDa04,DaQuan Jones,buf
DT,0,0%,373,35.49%,50,12.20%,SettTi00,Tim Settle,buf
DT,0,0%,74,7.04%,11,2.68%,BryaBr00,Brandin Bryant,buf
DT,0,0%,29,2.76%,0,0%,BrewCJ00,C.J. Brewer,buf
DT,0,0%,527,50.14%,4,.98%,OlivEd00,Ed Oliver,buf
DT,0,0%,27,2.57%,0,0%,EmilPr00,Prince Emili,buf
LB,0,0%,86,8.18%,83,20.24%,KleiAJ00,A.J. Klein,buf
LB,0,0%,760,72.31%,48,11.71%,EdmuTr01,Tremaine Edmunds,buf
LB,0,0%,947,90.10%,24,5.85%,MilaMa00,Matt Milano,buf
LB,0,0%,450,42.82%,0,0%,MillVo00,Von Miller,buf
LB,0,0%,0,0%,15,3.66%,GileJo01,Joe Giles-Harris,buf
LB,0,0%,3,.29%,323,78.78%,MataTy00,Tyler Matakevich,buf
LB,0,0%,110,10.47%,254,61.95%,BernTe00,Terrel Bernard,buf
LB,0,0%,12,1.14%,86,20.98%,SpecBa00,Baylon Spector,buf
LB,0,0%,220,20.93%,276,67.32%,DodsTy01,Tyrel Dodson,buf
CB,0,0%,969,92.20%,50,12.20%,JohnTa01,Taron Johnson,buf
CB,0,0%,829,78.88%,8,1.95%,JackDa02,Dane Jackson,buf
CB,0,0%,72,6.85%,0,0%,RhodXa00,Xavier Rhodes,buf
CB,0,0%,308,29.31%,0,0%,WhitTr01,Tre'Davious White,buf
CB,0,0%,63,5.99%,316,77.07%,NealSi00,Siran Neal,buf
CB,0,0%,104,9.90%,171,41.71%,LewiCa00,Cameron Lewis,buf
SS,0,0%,755,71.84%,42,10.24%,PoyeJo00,Jordan Poyer,buf
SS,0,0%,69,6.57%,36,8.78%,MarlDe00,Dean Marlowe,buf
SS,0,0%,846,80.49%,76,18.54%,HamlDa00,Damar Hamlin,buf
FS,0,0%,101,9.61%,3,.73%,HydeMi00,Micah Hyde,buf
FS,0,0%,226,21.50%,246,60.00%,JohnJa11,Jaquan Johnson,buf
"CB,DB",0,0%,363,34.54%,43,10.49%,BenfCh00,Christian Benford,buf
"CB,DB",0,0%,477,45.39%,25,6.10%,ElamKa00,Kaiir Elam,buf
DB,0,0%,44,4.19%,12,2.93%,IngrJa00,Ja'Marcus Ingram,buf
LS,0,0%,0,0%,127,30.98%,FergRe00,Reid Ferguson,buf
K,0,0%,0,0%,173,42.20%,BassTy00,Tyler Bass,buf
P,0,0%,0,0%,128,31.22%,MartSa01,Sam Martin,buf
QB,377,37.11%,0,0%,0,0%,DarnSa00,Sam Darnold,car
QB,372,36.61%,0,0%,0,0%,MayfBa00,Baker Mayfield,car
QB,260,25.59%,0,0%,0,0%,WalkPh00,P.J. Walker,car
QB,7,.69%,0,0%,0,0%,EasoJa00,Jacob Eason,car
RB,287,28.25%,0,0%,1,.21%,McCaCh01,Christian McCaffrey,car
RB,31,3.05%,0,0%,16,3.40%,BrowSp01,Spencer Brown,car
RB,275,27.07%,0,0%,145,30.79%,HubbCh01,Chuba Hubbard,car
RB,353,34.74%,0,0%,0,0%,ForeDO00,D'Onta Foreman,car
RB,79,7.78%,0,0%,113,23.99%,BlacRa00,Raheem Blackshear,car
WR,284,27.95%,0,0%,2,.42%,AndeRo04,Robbie Chosen,car
WR,978,96.26%,0,0%,8,1.70%,MoorD.00,D.J. Moore,car
WR,482,47.44%,0,0%,57,12.10%,SmitSh03,Shi Smith,car
WR,206,20.28%,0,0%,13,2.76%,ShenLa00,Laviska Shenault Jr.,car
WR,0,0%,0,0%,23,4.88%,RobeAn00,Andre Roberts,car
WR,2,.20%,0,0%,7,1.49%,WillPr01,Preston Williams,car
WR,9,.89%,0,0%,3,.64%,HiggRa00,Rashard Higgins,car
WR,645,63.48%,0,0%,5,1.06%,MarsTe00,Terrace Marshall Jr.,car
TE,556,54.72%,0,0%,169,35.88%,ThomIa00,Ian Thomas,car
TE,510,50.20%,0,0%,256,54.35%,TremTo00,Tommy Tremble,car
TE,163,16.04%,0,0%,258,54.78%,RiccGi00,Giovanni Ricci,car
TE,125,12.30%,0,0%,176,37.37%,SullSt00,Stephen Sullivan,car
T,1016,100.00%,0,0%,67,14.23%,EkwoIk00,Ikem Ekwonu,car
T,963,94.78%,0,0%,65,13.80%,ChriBr00,Brady Christensen,car
T,1016,100.00%,0,0%,63,13.38%,MotoTa00,Taylor Moton,car
T,76,7.48%,0,0%,6,1.27%,ErviCa00,Cameron Erving,car
G,983,96.75%,0,0%,65,13.80%,CorbAu00,Austin Corbett,car
G,54,5.31%,0,0%,67,14.23%,JordMi01,Michael Jordan,car
G,51,5.02%,0,0%,47,9.98%,MaysCa00,Cade Mays,car
C,337,33.17%,0,0%,0,0%,ElflPa00,Pat Elflein,car
C,679,66.83%,0,0%,21,4.46%,BozeBr00,Bradley Bozeman,car
DE,0,0%,951,82.27%,71,15.07%,BurnBr00,Brian Burns,car
DE,0,0%,846,73.18%,80,16.99%,GrosYe00,Yetur Gross-Matos,car
DE,0,0%,470,40.66%,78,16.56%,HaynMa01,Marquis Haynes,car
"DE,LB",0,0%,204,17.65%,40,8.49%,AndeHe00,Henry Anderson,car
DE,0,0%,11,.95%,0,0%,JoneKo00,Kobe Jones,car
DE,0,0%,51,4.41%,73,15.50%,BarnAm00,Amare Barno,car
DT,0,0%,870,75.26%,67,14.23%,BrowDe05,Derrick Brown,car
DT,0,0%,641,55.45%,30,6.37%,IoanMa01,Matthew Ioannidis,car
DT,0,0%,299,25.87%,35,7.43%,RoyxBr00,Bravvion Roy,car
DT,0,0%,44,3.81%,2,.42%,HoskPh00,Phil Hoskins,car
DT,0,0%,62,5.36%,1,.21%,NixoDa00,Daviyon Nixon,car
NT,0,0%,186,16.09%,46,9.77%,McCaMa03,Marquan McCall,car
LB,0,0%,940,81.31%,71,15.07%,LuvuFr00,Frankie Luvu,car
LB,0,0%,1090,94.29%,87,18.47%,ThomSh01,Shaq Thompson,car
LB,0,0%,373,32.27%,287,60.93%,LittCo01,Cory Littleton,car
LB,0,0%,204,17.65%,211,44.80%,WilsDa02,Damien Wilson,car
LB,0,0%,53,4.58%,193,40.98%,SmitBr08,Brandon Smith,car
LB,0,0%,0,0%,121,25.69%,IyieJo00,Joel Iyiegbuniwe,car
LB,0,0%,2,.17%,33,7.01%,MosbAr00,Arron Mosby,car
LB,0,0%,0,0%,145,30.79%,WootCh00,Chandler Wooten,car
CB,0,0%,812,70.24%,32,6.79%,HornJa00,Jaycee Horn,car
CB,0,0%,442,38.24%,7,1.49%,JackDo02,Donte Jackson,car
