pos,offense,off_pct,defense,def_pct,special_teams,st_pct,player_id,player_name,team
QB,459,40.95%,0,0%,0,0%,PalmCa00,Carson Palmer,crd
QB,342,30.51%,0,0%,0,0%,GabbBl00,Blaine Gabbert,crd
QB,320,28.55%,0,0%,0,0%,StanDr00,Drew Stanton,crd
RB,257,22.93%,0,0%,0,0%,PeteAd01,Adrian Peterson,crd
RB,46,4.10%,0,0%,0,0%,JohnDa08,David Johnson,crd
RB,96,8.56%,0,0%,286,59.71%,PennEl00,Elijhaa Penny,crd
RB,246,21.94%,0,0%,0,0%,ElliAn00,Andre Ellington,crd
RB,240,21.41%,0,0%,123,25.68%,WillKe05,Kerwynn Williams,crd
RB,107,9.55%,0,0%,0,0%,JohnCh04,Chris Johnson,crd
RB,138,12.31%,0,0%,25,5.22%,FostD.01,D.J. Foster,crd
RB,1,.09%,0,0%,14,2.92%,HillBr01,Bronson Hill,crd
WR,1071,95.54%,0,0%,2,.42%,FitzLa00,Larry Fitzgerald,crd
WR,819,73.06%,0,0%,160,33.40%,BrowJa03,Jaron Brown,crd
WR,491,43.80%,0,0%,0,0%,BrowJo02,John Brown,crd
WR,537,47.90%,0,0%,17,3.55%,NelsJJ00,JJ Nelson,crd
WR,74,6.60%,0,0%,225,46.97%,GoldBr00,Brittan Golden,crd
WR,98,8.74%,0,0%,4,.84%,WillCh05,Chad Williams,crd
TE,750,66.90%,0,0%,0,0%,GresJe00,Jermaine Gresham,crd
TE,414,36.93%,0,0%,96,20.04%,NiklTr00,Troy Niklas,crd
TE,49,4.37%,0,0%,164,34.24%,MomaIf00,Ifeanyi Momah,crd
TE,12,1.07%,0,0%,13,2.71%,HolmGa00,Gabe Holmes,crd
TE,133,11.86%,0,0%,164,34.24%,SealRi00,Ricky Seals-Jones,crd
TE,0,0%,0,0%,5,1.04%,DrayJi00,Jim Dray,crd
T,896,79.93%,0,0%,52,10.86%,VeldJa20,Jared Veldheer,crd
