pos,offense,off_pct,defense,def_pct,special_teams,st_pct,player_id,player_name,team
QB,538,47.48%,0,0%,0,0%,MurrKy00,Kyler Murray,crd
QB,535,47.22%,0,0%,0,0%,DobbJo00,Joshua Dobbs,crd
QB,60,5.30%,0,0%,1,.23%,TuneCl00,Clayton Tune,crd
RB,533,47.04%,0,0%,0,0%,ConnJa00,James Conner,crd
RB,82,7.24%,0,0%,1,.23%,CartMi03,Michael Carter,crd
RB,44,3.88%,0,0%,13,2.93%,JoneTo04,Tony Jones,crd
RB,28,2.47%,0,0%,3,.68%,WillDa05,Damien Williams,crd
RB,292,25.77%,0,0%,63,14.19%,DemeEm00,Emari Demercado,crd
RB,0,0%,0,0%,26,5.86%,ClemCo00,Corey Clement,crd
RB,119,10.50%,0,0%,13,2.93%,IngrKe01,Keaontay Ingram,crd
WR,709,62.58%,0,0%,2,.45%,WilsMi02,Michael Wilson,crd
WR,784,69.20%,0,0%,0,0%,BrowMa04,Marquise Brown,crd
WR,757,66.81%,0,0%,8,1.80%,MoorRo02,Rondale Moore,crd
WR,202,17.83%,0,0%,202,45.50%,PascZa00,Zach Pascal,crd
WR,1,.09%,0,0%,53,11.94%,ChisDa00,Dan Chisena,crd
WR,397,35.04%,0,0%,156,35.14%,DortGr01,Greg Dortch,crd
WR,49,4.32%,0,0%,18,4.05%,BaccAn00,Andre Baccellia,crd
TE,295,26.04%,0,0%,0,0%,ErtzZa00,Zach Ertz,crd
TE,786,69.37%,0,0%,81,18.24%,McBrTr01,Trey McBride,crd
TE,337,29.74%,0,0%,148,33.33%,SwaiGe00,Geoff Swaim,crd
TE,40,3.53%,0,0%,4,.90%,VokoTr00,Travis Vokolek,crd
TE,192,16.95%,0,0%,111,25.00%,HiggEl00,Elijah Higgins,crd
TE,2,.18%,0,0%,9,2.03%,WhitBl01,Blake Whiteheart,crd
T,1133,100.00%,0,0%,60,13.51%,JohnPa03,Paris Johnson,crd
T,925,81.64%,0,0%,0,0%,HumpD.00,D.J. Humphries,crd
T,212,18.71%,0,0%,37,8.33%,BeacKe00,Kelvin Beachum,crd
T,146,12.89%,0,0%,6,1.35%,DaleDe00,Dennis Daley,crd
T,193,17.03%,0,0%,1,.23%,ODonCa00,Carter O'Donnell,crd
T,0,0%,0,0%,3,.68%,BartJa00,Jackson Barton,crd
G,501,44.22%,0,0%,39,8.78%,WilkEl00,Elijah Wilkinson,crd
G,1112,98.15%,0,0%,51,11.49%,HernWi00,Will Hernandez,crd
G,0,0%,0,0%,50,11.26%,IsmaKe00,Keith Ismael,crd
C,1126,99.38%,0,0%,60,13.51%,FrohHj00,Hjalte Froholdt,crd
C,323,28.51%,0,0%,51,11.49%,ColoTr01,Trystan Colon,crd
DE,0,0%,512,46.21%,33,7.43%,LedbJo01,Jonathan Ledbetter,crd
DE,0,0%,37,3.34%,3,.68%,CollLJ00,L.J. Collier,crd
DE,0,0%,43,3.88%,5,1.13%,WatkCa00,Carlos Watkins,crd
DE,0,0%,533,48.10%,68,15.32%,StilDa01,Dante Stills,crd
DT,0,0%,124,11.19%,3,.68%,HoskPh00,Phil Hoskins,crd
DT,0,0%,134,12.09%,0,0%,StilBe00,Ben Stille,crd
DT,0,0%,42,3.79%,10,2.25%,BankEr00,Eric Banks,crd
DT,0,0%,395,35.65%,8,1.80%,LopeRo00,Roy Lopez,crd
DT,0,0%,67,6.05%,11,2.48%,JoneNa01,Naquan Jones,crd
NT,0,0%,468,42.24%,5,1.13%,StroKe00,Kevin Strong,crd
NT,0,0%,298,26.90%,63,14.19%,FotuLe00,Leki Fotu,crd
LB,0,0%,709,63.99%,6,1.35%,WhitKy00,Kyzir White,crd
LB,0,0%,569,51.35%,28,6.31%,WoodJo02,Josh Woods,crd
LB,0,0%,386,34.84%,285,64.19%,DimuVi00,Victor Dimukeje,crd
LB,0,0%,637,57.49%,3,.68%,CollZa00,Zaven Collins,crd
LB,8,.71%,132,11.91%,295,66.44%,LukeJe00,Jesse Luketa,crd
LB,0,0%,408,36.82%,209,47.07%,BarnKr00,Krys Barnes,crd
LB,0,0%,510,46.03%,181,40.77%,GardDe01,Dennis Gardeck,crd
LB,0,0%,355,32.04%,119,26.80%,ThomCa03,Cameron Thomas,crd
LB,0,0%,50,4.51%,345,77.70%,TurnZe00,Zeke Turner,crd
