pos,offense,off_pct,defense,def_pct,special_teams,st_pct,player_id,player_name,team
FS,0,0%,7,.67%,88,19.30%,SchiSh99,Shann Schillinger,atl
FS,0,0%,3,.29%,47,10.31%,IshmKe00,Kemal Ishmael,atl
LS,0,0%,0,0%,137,30.04%,HarrJo02,Josh Harris,atl
K,0,0%,0,0%,66,14.47%,bryanmat01,Matt Bryant,atl
P,0,0%,0,0%,216,47.37%,BoshMa00,Matthew Bosher,atl
QB,1128,99.30%,0,0%,0,0%,FlacJo00,Joe Flacco,rav
QB,21,1.85%,0,0%,0,0%,TaylTy00,Tyrod Taylor,rav
RB,703,61.88%,0,0%,0,0%,RiceRa00,Ray Rice,rav
RB,398,35.04%,0,0%,10,2.03%,PierBe00,Bernard Pierce,rav
RB,9,.79%,0,0%,16,3.25%,DrauSh00,Shaun Draughn,rav
RB,13,1.14%,0,0%,0,0%,ScotBe00,Bernard Scott,rav
FB,4,.35%,0,0%,373,75.81%,JuszKy00,Kyle Juszczyk,rav
FB,224,19.72%,0,0%,80,16.26%,LeacVo00,Vonta Leach,rav
WR,1098,96.65%,0,0%,0,0%,SmitTo02,Torrey Smith,rav
WR,790,69.54%,0,0%,7,1.42%,BrowMa00,Marlon Brown,rav
WR,115,10.12%,0,0%,0,0%,StokBr00,Brandon Stokley,rav
WR,154,13.56%,0,0%,19,3.86%,ThomDe04,Deonte Thompson,rav
WR,297,26.14%,0,0%,96,19.51%,DossTa00,Tandon Doss,rav
WR,549,48.33%,0,0%,89,18.09%,JoneJa03,Jacoby Jones,rav
TE,368,32.39%,0,0%,1,.20%,ClarDa00,Dallas Clark,rav
TE,630,55.46%,0,0%,241,48.98%,DickEd00,Ed Dickson,rav
TE,158,13.91%,0,0%,0,0%,PittDe00,Dennis Pitta,rav
TE,65,5.72%,0,0%,90,18.29%,BajeBi00,Billy Bajema,rav
T,366,32.22%,0,0%,25,5.08%,McKiBr21,Bryant McKinnie,rav
T,770,67.78%,0,0%,42,8.54%,MonrEu20,Eugene Monroe,rav
T,131,11.53%,0,0%,67,13.62%,WagnRi00,Ricky Wagner,rav
T,1080,95.07%,0,0%,63,12.80%,OherMi20,Michael Oher,rav
G,423,37.24%,0,0%,26,5.28%,OsemKe00,Kelechi Osemele,rav
G,1136,100.00%,0,0%,67,13.62%,YandMa20,Marshal Yanda,rav
G,22,1.94%,0,0%,41,8.33%,ReidJa00,Jah Reid,rav
C,1136,100.00%,0,0%,26,5.28%,GradGi00,Gino Gradkowski,rav
C,706,62.15%,0,0%,74,15.04%,ShipA.20,A.Q. Shipley,rav
DE,0,0%,565,52.51%,72,14.63%,CantCh21,Chris Canty,rav
DE,0,0%,142,13.20%,10,2.03%,SpeaMa21,Marcus Spears,rav
DE,0,0%,149,13.85%,62,12.60%,TysoDe00,DeAngelo Tyson,rav
DT,0,0%,521,48.42%,54,10.98%,JoneAr22,Arthur Jones,rav
DT,0,0%,91,8.46%,29,5.89%,WillBr02,Brandon Williams,rav
NT,2,.18%,700,65.06%,23,4.67%,NgatHa20,Haloti Ngata,rav
NT,0,0%,234,21.75%,38,7.72%,CodyTe99,Terrence Cody,rav
LB,0,0%,455,42.29%,296,60.16%,ByneJo00,Josh Bynes,rav
LB,0,0%,1071,99.54%,1,.20%,SmitDa24,Daryl Smith,rav
LB,0,0%,903,83.92%,1,.20%,SuggTe99,Terrell Suggs,rav
LB,0,0%,638,59.29%,136,27.64%,UpshCo00,Courtney Upshaw,rav
LB,0,0%,557,51.77%,2,.41%,DumeEl20,Elvis Dumervil,rav
LB,0,0%,5,.46%,336,68.29%,McClAl00,Albert McClellan,rav
LB,0,0%,368,34.20%,59,11.99%,McClJa01,Jameel McClain,rav
LB,0,0%,205,19.05%,229,46.54%,BrowAr00,Arthur Brown,rav
LB,0,0%,3,.28%,154,31.30%,SimoJo01,John Simon,rav
LB,0,0%,0,0%,14,2.85%,JameRo99,Robert James,rav
LB,0,0%,303,28.16%,93,18.90%,McPhPe00,Pernell McPhee,rav
CB,0,0%,687,63.85%,231,46.95%,GrahCo99,Corey Graham,rav
CB,0,0%,1041,96.75%,46,9.35%,SmitJi03,Jimmy Smith,rav
CB,0,0%,972,90.33%,16,3.25%,WebbLa99,Lardarius Webb,rav
CB,0,0%,38,3.53%,342,69.51%,BrowCh05,Chykie Brown,rav
CB,0,0%,0,0%,39,7.93%,JackAs00,Asa Jackson,rav
SS,0,0%,1072,99.63%,78,15.85%,IhedJa00,James Ihedigbo,rav
SS,0,0%,1011,93.96%,147,29.88%,ElamMa00,Matt Elam,rav
SS,0,0%,0,0%,414,84.15%,LeviAn00,Anthony Levine,rav
FS,0,0%,93,8.64%,89,18.09%,HuffMi20,Michael Huff,rav
FS,0,0%,0,0%,169,34.35%,TrawBr00,Brynden Trawick,rav
FS,0,0%,10,.93%,281,57.11%,MileJe00,Jeromy Miles,rav
DB,0,0%,2,.19%,19,3.86%,BrowOm00,Omar Brown,rav
LS,0,0%,0,0%,160,32.52%,CoxxMo00,Morgan Cox,rav
K,0,0%,0,0%,149,30.28%,TuckJu00,Justin Tucker,rav
P,0,0%,0,0%,160,32.52%,KochSa20,Sam Koch,rav
QB,356,30.66%,0,0%,0,0%,LewiTh01,Thaddeus Lewis,buf
QB,694,59.78%,0,0%,0,0%,ManuEJ00,EJ Manuel,buf
QB,111,9.56%,0,0%,0,0%,TuelJe00,Jeff Tuel,buf
RB,389,33.51%,0,0%,0,0%,SpilC.00,C.J. Spiller,buf
RB,663,57.11%,0,0%,0,0%,JackFr02,Fred Jackson,buf
RB,4,.34%,0,0%,24,4.72%,WingRo00,Ronnie Wingo,buf
RB,106,9.13%,0,0%,171,33.66%,ChoiTa00,Tashard Choice,buf
FB,18,1.55%,0,0%,130,25.59%,RodrEv00,Evan Rodriguez,buf
FB,225,19.38%,0,0%,164,32.28%,SummFr00,Frank Summers,buf
WR,910,78.38%,0,0%,45,8.86%,WoodRo02,Robert Woods,buf
WR,701,60.38%,1,.09%,0,0%,JohnSt00,Stevie Johnson,buf
WR,823,70.89%,0,0%,2,.39%,GrahT.00,T.J. Graham,buf
WR,61,5.25%,0,0%,348,68.50%,EaslMa00,Marcus Easley,buf
WR,187,16.11%,0,0%,240,47.24%,HogaCh00,Chris Hogan,buf
WR,313,26.96%,0,0%,72,14.17%,GoodMa00,Marquise Goodwin,buf
TE,918,79.07%,0,0%,70,13.78%,ChanSc00,Scott Chandler,buf
TE,428,36.86%,0,0%,168,33.07%,SmitLe00,Lee Smith,buf
TE,51,4.39%,0,0%,50,9.84%,GragCh00,Chris Gragg,buf
TE,0,0%,0,0%,9,1.77%,MoeaTo00,Tony Moeaki,buf
T,1161,100.00%,0,0%,69,13.58%,GlenCo00,Cordy Glenn,buf
T,1161,100.00%,0,0%,69,13.58%,PearEr20,Erik Pears,buf
T,10,.86%,0,0%,8,1.57%,UngaJ.00,J.J. Unga,buf
T,8,.69%,0,0%,68,13.39%,WelcTh20,Thomas Welch,buf
G,1143,98.45%,0,0%,61,12.01%,UrbiKr20,Kraig Urbik,buf
G,396,34.11%,0,0%,25,4.92%,BrowCo23,Colin Brown,buf
G,0,0%,0,0%,26,5.12%,AspeMa00,Mark Asper,buf
G,8,.69%,0,0%,17,3.35%,YounSa21,Sam Young,buf
G,765,65.89%,0,0%,0,0%,LeguDo00,Doug Legursky,buf
C,1161,100.00%,0,0%,0,0%,WoodEr20,Eric Wood,buf
DE,0,0%,1001,87.42%,27,5.31%,WillMa22,Mario Williams,buf
DE,0,0%,603,52.66%,113,22.24%,HughJe99,Jerry Hughes,buf
DE,0,0%,164,14.32%,16,3.15%,CarrAl99,Alex Carrington,buf
DT,0,0%,824,71.97%,79,15.55%,DareMa00,Marcell Dareus,buf
DT,0,0%,941,82.18%,16,3.15%,WillKy20,Kyle Williams,buf
DT,0,0%,596,52.05%,105,20.67%,BranAl99,Alan Branch,buf
DT,0,0%,330,28.82%,149,29.33%,BryaCo00,Corbin Bryant,buf
DT,0,0%,48,4.19%,59,11.61%,RossJa00,Jay Ross,buf
DT,0,0%,81,7.07%,32,6.30%,CharSt00,Stefan Charles,buf
LB,0,0%,1145,100.00%,88,17.32%,AlonKi00,Kiko Alonso,buf
LB,0,0%,706,61.66%,111,21.85%,LawsMa20,Manny Lawson,buf
LB,0,0%,293,25.59%,176,34.65%,MoatAr00,Arthur Moats,buf
LB,0,0%,285,24.89%,301,59.25%,BradNi00,Nigel Bradham,buf
LB,0,0%,61,5.33%,228,44.88%,WestJa99,Jamaal Westerman,buf
LB,0,0%,15,1.31%,102,20.08%,PoweTy00,Ty Powell,buf
LB,0,0%,17,1.48%,91,17.91%,DowtMa00,Marcus Dowtin,buf
CB,0,0%,926,80.87%,105,20.67%,WillAa00,Aaron Williams,buf
CB,0,0%,928,81.05%,131,25.79%,McKeLe99,Leodis McKelvin,buf
CB,0,0%,303,26.46%,27,5.31%,RogeJu00,Justin Rogers,buf
CB,0,0%,609,53.19%,40,7.87%,RobeNi00,Nickell Robey-Coleman,buf
CB,0,0%,648,56.59%,69,13.58%,GilmSt00,Stephon Gilmore,buf
CB,0,0%,42,3.67%,175,34.45%,BrooRo01,Ron Brooks,buf
CB,0,0%,17,1.48%,63,12.40%,BurtBr00,Brandon Burton,buf
CB,0,0%,0,0%,17,3.35%,SmitBr04,Brandon Smith,buf
SS,0,0%,613,53.54%,245,48.23%,LeonJi23,Jim Leonhard,buf
SS,0,0%,0,0%,128,25.20%,MeekJo01,Jonathan Meeks,buf
FS,0,0%,729,63.67%,173,34.06%,SearDa00,Da'Norris Searcy,buf
FS,0,0%,634,55.37%,57,11.22%,ByrdJa99,Jairus Byrd,buf
FS,0,0%,33,2.88%,289,56.89%,WillDu00,Duke Williams,buf
DB,0,0%,0,0%,49,9.65%,AdamJo02,Johnny Adams,buf
LS,0,0%,0,0%,167,32.87%,SanbGa00,Garrison Sanborn,buf
K,0,0%,0,0%,152,29.92%,CarpDa44,Dan Carpenter,buf
P,0,0%,0,0%,57,11.22%,PoweSh00,Shawn Powell,buf
P,0,0%,0,0%,110,21.65%,MoorBr24,Brian Moorman,buf
QB,1014,98.54%,0,0%,0,0%,NewtCa00,Cam Newton,car
QB,15,1.46%,0,0%,0,0%,AndeDe00,Derek Anderson,car
RB,470,45.68%,0,0%,0,0%,WillDe02,DeAngelo Williams,car
RB,108,10.50%,0,0%,0,0%,StewJo00,Jonathan Stewart,car
RB,8,.78%,0,0%,73,17.30%,SmitAr00,Armond Smith,car
RB,24,2.33%,0,0%,28,6.64%,BarnKe00,Kenjon Barner,car
FB,598,58.11%,0,0%,84,19.91%,TolbMi00,Mike Tolbert,car
WR,907,88.14%,0,0%,5,1.18%,LaFeBr00,Brandon LaFell,car
WR,770,74.83%,0,0%,4,.95%,SmitSt01,Steve Smith Sr.,car
WR,502,48.79%,0,0%,141,33.41%,GinnTe00,Ted Ginn Jr.,car
WR,145,14.09%,0,0%,77,18.25%,HixoDo00,Domenik Hixon,car
WR,4,.39%,0,0%,0,0%,McNuMa00,Marvin McNutt,car
WR,41,3.98%,0,0%,1,.24%,EdwaAr00,Armanti Edwards,car
TE,1000,97.18%,0,0%,4,.95%,OlseGr00,Greg Olsen,car
TE,318,30.90%,0,0%,141,33.41%,HartBe00,Ben Hartsock,car
TE,198,19.24%,0,0%,355,84.12%,BrocRi00,Richie Brockel,car
TE,26,2.53%,0,0%,65,15.40%,WillBr04,Brandon Williams,car
T,1013,98.45%,0,0%,70,16.59%,BellBy00,Byron Bell,car
T,1002,97.38%,0,0%,61,14.45%,GrosJo20,Jordan Gross,car
T,534,51.90%,0,0%,98,23.22%,ChanNa00,Nate Chandler,car
G,170,16.52%,0,0%,9,2.13%,SilaAm00,Amini Silatolu,car
G,499,48.49%,0,0%,33,7.82%,ScotCh23,Chris Scott,car
G,840,81.63%,0,0%,69,16.35%,WharTr20,Travelle Wharton,car
G,0,0%,53,5.23%,6,1.42%,FuaxSi00,Sione Fua,car
G,15,1.46%,0,0%,0,0%,WillGa23,Garry Williams,car
G,33,3.21%,0,0%,33,7.82%,HangGe20,Geoff Hangartner,car
G,4,.39%,0,0%,2,.47%,BondTr00,Travis Bond,car
C,1015,98.64%,0,0%,0,0%,KaliRy20,Ryan Kalil,car
C,35,3.40%,0,0%,33,7.82%,ByerJe00,Jeff Byers,car
C,11,1.07%,0,0%,40,9.48%,FolkBr00,Brian Folkerts,car
DE,0,0%,873,86.09%,61,14.45%,HardGr99,Greg Hardy,car
DE,0,0%,719,70.91%,7,1.66%,JohnCh98,Charles Johnson,car
DE,0,0%,259,25.54%,297,70.38%,AddiMa00,Mario Addison,car
DE,0,0%,169,16.67%,12,2.84%,HortWe00,Wes Horton,car
DE,0,0%,230,22.68%,36,8.53%,AlexFr00,Frank Alexander,car
DT,0,0%,604,59.57%,59,13.98%,LotuSt00,Star Lotulelei,car
DT,0,0%,518,51.08%,59,13.98%,ShorKa00,Kawann Short,car
DT,0,0%,334,32.94%,42,9.95%,EdwaDw20,Dwan Edwards,car
DT,0,0%,310,30.57%,0,0%,ColeCo20,Colin Cole,car
LB,0,0%,990,97.63%,63,14.93%,KuecLu00,Luke Kuechly,car
LB,0,0%,990,97.63%,10,2.37%,DaviTh20,Thomas Davis,car
LB,0,0%,62,6.11%,2,.47%,BeasJo99,Jon Beason,car
LB,0,0%,0,0%,209,49.53%,WillJa95,Jason Williams,car
LB,0,0%,199,19.63%,157,37.20%,BlacCh21,Chase Blackburn,car
LB,0,0%,22,2.17%,293,69.43%,SennJo00,Jordan Senn,car
LB,0,0%,129,12.72%,260,61.61%,KleiAJ00,A.J. Klein,car
LB,0,0%,2,.20%,72,17.06%,ConnDa99,Dan Connor,car
CB,0,0%,268,26.43%,147,34.83%,ThomJo01,Josh Thomas,car
CB,0,0%,971,95.76%,68,16.11%,MunnCa99,Captain Munnerlyn,car
CB,0,0%,584,57.59%,55,13.03%,FlorDr20,Drayton Florence,car
CB,0,0%,102,10.06%,55,13.03%,NormJo01,Josh Norman,car
CB,0,0%,57,5.62%,14,3.32%,MoorDJ99,D.J. Moore,car
CB,0,0%,17,1.68%,66,15.64%,DockJa00,James Dockery,car
SS,0,0%,900,88.76%,90,21.33%,MitcMi99,Mike Mitchell,car
FS,0,0%,112,11.05%,3,.71%,GodfCh99,Charles Godfrey,car
FS,0,0%,672,66.27%,53,12.56%,MikeQu20,Quintin Mikell,car
FS,0,0%,33,3.25%,310,73.46%,JoneCo01,Colin Jones,car
DB,0,0%,295,29.09%,97,22.99%,LestRo01,Robert Lester,car
DB,0,0%,680,67.06%,170,40.28%,WhitMe00,Melvin White,car
LS,0,0%,0,0%,143,33.89%,JansJ.00,J.J. Jansen,car
K,0,0%,0,0%,150,35.55%,GanoGr44,Graham Gano,car
P,0,0%,0,0%,144,34.12%,NortBr00,Brad Nortman,car
QB,636,60.11%,0,0%,0,0%,CutlJa00,Jay Cutler,chi
QB,422,39.89%,0,0%,0,0%,McCoJo01,Josh McCown,chi
RB,929,87.81%,0,0%,0,0%,FortMa00,Matt Forte,chi
RB,0,0%,0,0%,187,38.80%,FordMi00,Michael Ford,chi
RB,139,13.14%,0,0%,0,0%,BushMi00,Michael Bush,chi
FB,220,20.79%,0,0%,123,25.52%,FiamTo00,Tony Fiammetta,chi
WR,988,93.38%,0,0%,3,.62%,MarsBr00,Brandon Marshall,chi
WR,963,91.02%,0,0%,3,.62%,JeffAl00,Alshon Jeffery,chi
WR,542,51.23%,0,0%,0,0%,BennEa00,Earl Bennett,chi
WR,24,2.27%,0,0%,309,64.11%,WeemEr00,Eric Weems,chi
WR,13,1.23%,0,0%,86,17.84%,AndeJo00,Joe Anderson,chi
WR,0,0%,0,0%,246,51.04%,HestDe99,Devin Hester,chi
WR,75,7.09%,0,0%,4,.83%,WilsMa02,Marquess Wilson,chi
TE,953,90.08%,0,0%,10,2.07%,BennMa00,Martellus Bennett,chi
TE,182,17.20%,0,0%,352,73.03%,RosaDa00,Dante Rosario,chi
TE,11,1.04%,0,0%,14,2.90%,AdamKy00,Kyle Adams,chi
TE,63,5.95%,0,0%,30,6.22%,ManeSt00,Steve Maneri,chi
T,1058,100.00%,0,0%,76,15.77%,BushJe20,Jermon Bushrod,chi
T,1011,95.56%,0,0%,72,14.94%,MillJo02,Jordan Mills,chi
T,235,22.21%,0,0%,56,11.62%,BritEb20,Eben Britton,chi
G,1058,100.00%,0,0%,76,15.77%,SlauMa20,Matt Slauson,chi
G,1058,100.00%,0,0%,76,15.77%,LongKy00,Kyle Long,chi
C,1058,100.00%,0,0%,76,15.77%,GarzRo20,Roberto Garza,chi
C,0,0%,0,0%,5,1.04%,BoggTa00,Taylor Boggs,chi
"DE,LB",0,0%,851,81.67%,95,19.71%,PeppJu99,Julius Peppers,chi
DE,0,0%,846,81.19%,163,33.82%,WootCo99,Corey Wootton,chi
DE,0,0%,651,62.48%,67,13.90%,McClSh00,Shea McClellin,chi
DE,0,0%,62,5.95%,103,21.37%,OzouCh00,Cheta Ozougwu,chi
DE,0,0%,311,29.85%,29,6.02%,BassDa00,David Bass,chi
DE,0,0%,10,.96%,1,.21%,WashCo00,Cornelius Washington,chi
DT,0,0%,123,11.80%,11,2.28%,MeltHe99,Henry Melton,chi
DT,0,0%,207,19.87%,26,5.39%,RatlJa20,Jay Ratliff,chi
DT,0,0%,343,32.92%,23,4.77%,CoheLa99,Landon Cohen,chi
DT,0,0%,27,2.59%,1,.21%,MintZa00,Zach Minter,chi
DT,0,0%,70,6.72%,4,.83%,TupoCh00,Christian Tupou,chi
DT,0,0%,1,.10%,0,0%,RobeTr01,Tracy Robertson,chi
NT,0,0%,474,45.49%,36,7.47%,PaeaSt00,Stephen Paea,chi
NT,0,0%,191,18.33%,36,7.47%,CollNa20,Nate Collins,chi
LB,0,0%,999,95.87%,100,20.75%,AndeJa21,James Anderson,chi
LB,0,0%,557,53.45%,31,6.43%,BrigLa99,Lance Briggs,chi
LB,0,0%,213,20.44%,24,4.98%,WillD.20,D.J. Williams,chi
"LB,RB",0,0%,0,0%,180,37.34%,FranJe00,Jerry Franklin,chi
LB,0,0%,24,2.30%,375,77.80%,CostBl20,Blake Costanzo,chi
LB,0,0%,605,58.06%,170,35.27%,BostJo00,Jonathan Bostic,chi
LB,0,0%,0,0%,32,6.64%,GranLa99,Larry Grant,chi
LB,0,0%,231,22.17%,131,27.18%,GreeKh00,Khaseem Greene,chi
CB,0,0%,1032,99.04%,64,13.28%,JennTi20,Tim Jennings,chi
CB,0,0%,432,41.46%,21,4.36%,TillCh20,Charles Tillman,chi
CB,0,0%,507,48.66%,49,10.17%,FreyIs00,Isaiah Frey,chi
CB,0,0%,593,56.91%,173,35.89%,BowmZa20,Zackary Bowman,chi
